dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,63-year-old human stage,unknown,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",56
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,63-year-old human stage,unknown,CL:0000940,mucosal invariant T cell,6
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000542,lymphocyte,37
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000623,natural killer cell,515
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000798,gamma-delta T cell,219
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000815,regulatory T cell,28
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",276
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",26
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000904,"central memory CD4-positive, alpha-beta T cell",283
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",269
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",72
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",92
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,67-year-old human stage,unknown,CL:0000940,mucosal invariant T cell,74
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000542,lymphocyte,12
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000623,natural killer cell,341
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000815,regulatory T cell,68
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",652
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",30
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000904,"central memory CD4-positive, alpha-beta T cell",300
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",642
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",54
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",19
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0000940,mucosal invariant T cell,49
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,68-year-old human stage,European,CL:0001043,"activated CD4-positive, alpha-beta T cell, human",2
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000542,lymphocyte,12
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000623,natural killer cell,1416
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000815,regulatory T cell,76
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",392
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",25
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000904,"central memory CD4-positive, alpha-beta T cell",813
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",110
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",39
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",29
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0000940,mucosal invariant T cell,39
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,70-year-old human stage,European,CL:0001043,"activated CD4-positive, alpha-beta T cell, human",4
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000542,lymphocyte,21
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000623,natural killer cell,251
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000815,regulatory T cell,146
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",617
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",4
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000904,"central memory CD4-positive, alpha-beta T cell",808
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",712
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000934,"CD4-positive, alpha-beta cytotoxic T cell",152
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",8
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0001043,"activated CD4-positive, alpha-beta T cell, human",1
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,female,unknown,84-year-old human stage,European,CL:0001049,"activated CD8-positive, alpha-beta T cell, human",1
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000542,lymphocyte,16
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000623,natural killer cell,168
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000798,gamma-delta T cell,16
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000815,regulatory T cell,53
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",96
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",49
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000904,"central memory CD4-positive, alpha-beta T cell",231
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000913,"effector memory CD8-positive, alpha-beta T cell",621
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",4
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,bc2a7b3d-f04e-477e-96c9-9d5367d5425c,blood,UBERON:0000178,male,unknown,37-year-old human stage,European,CL:0000940,mucosal invariant T cell,89
